Datum,Match-up,Bet,Fair,Bookie,Edge,Uitslag,G/F,Result,Inzet,Winst/Verlies,Notitie
30/08/26,Telstar 1963 - AFC Ajax,1X2 AFC Ajax,1.261,1.6,26.93,0-4,G,1,20,12,
30/08/26,Telstar 1963 - AFC Ajax,O/U 3.5 Over,1.615,2.05,26.94,0-4,G,1,12.5,13.12,
30/08/26,Paris FC - OGC Nice,O/U 2.5 Over,1.521,2.14,40.73,3-0,G,1,15,17.1,
30/08/26,AS Monaco FC - Olympique de Marseille,1X2 AS Monaco FC,1.733,2.58,48.84,2-0,G,1,10,15.8,
30/08/26,AS Monaco FC - Olympique de Marseille,O/U 3.5 Over,1.859,2.49,33.97,2-0,F,0,7.5,-7.5,
30/08/26,Sunderland AFC - Fulham FC,1X2 Gelijkspel,2.895,3.39,17.09,1-0,F,0,5,-5,
30/08/26,Sunderland AFC - Fulham FC,O/U 2.5 Under,1.465,1.75,19.44,1-0,G,1,15,11.25,
30/08/26,Chelsea FC - Brighton & Hove Albion FC,1X2 Chelsea FC,1.69,1.87,10.69,4-3,G,1,15,13.05,
30/08/26,Chelsea FC - Brighton & Hove Albion FC,O/U 2.5 Over,1.362,1.69,24.05,4-3,G,1,20,13.8,
30/08/26,Leeds United FC - Brentford FC,1X2 Leeds United FC,2.078,2.45,17.89,1-1,F,0,10,-10,
30/08/26,Leeds United FC - Brentford FC,O/U 2.5 Over,1.692,1.95,15.28,1-1,F,0,12.5,-12.5,
30/08/26,Manchester United FC - Ipswich Town FC,O/U 2.5 Over,1.454,1.61,10.72,5-2,G,1,15,9.15,
30/08/26,CD Nacional - CF Estrela da Amadora,1X2 CD Nacional,1.531,2.3,50.23,2-3,F,0,10,-10,
30/08/26,CD Nacional - CF Estrela da Amadora,O/U 2.5 Over,1.782,1.97,10.55,2-3,G,1,10,9.7,
30/08/26,Casa Pia AC - Moreirense FC,1X2 Moreirense FC,1.925,3.49,81.26,0-1,G,1,7.5,18.68,
30/08/26,SSC Napoli - Como 1907,1X2 SSC Napoli,1.757,2.55,45.10,1-2,F,0,12.5,-12.5,
30/08/26,SSC Napoli - Como 1907,O/U 2.5 Over,1.99,2.41,21.13,1-2,G,1,10,14.1,
30/08/26,SS Lazio - Genoa CFC,1X2 SS Lazio,1.395,2.07,48.43,1-0,G,1,12.5,13.37,
30/08/26,SS Lazio - Genoa CFC,O/U 2.5 Over,2.042,2.47,20.97,1-0,F,0,7.5,-7.5,
30/08/26,Cagliari Calcio - FC Internazionale Milano,1X2 FC Internazionale Milano,1.082,1.49,37.68,0-1,G,1,20,9.8,
30/08/26,Cagliari Calcio - FC Internazionale Milano,O/U 2.5 Over,1.248,1.99,59.41,0-1,F,0,15,-15,
Dagtotaal 30/08/26,,,,,,,,,335.00,134.22,ROI 40.1% · 27 plays

31/08/26,FC Barcelona - Rayo Vallecano de Madrid,O/U 3.5 Over,1.893,2.05,8.30,5-2,G,1,15,15.75,
31/08/26,Sport Lisboa e Benfica - GD Estoril Praia,O/U 3.5 Over,1.296,2,54.34,2-1,F,0,15,-15,
31/08/26,Sporting Clube de Braga - Vitória SC,1X2 Sporting Clube de Braga,1.47,1.69,14.98,1-0,G,1,15,10.35,
31/08/26,Sporting Clube de Braga - Vitória SC,O/U 2.5 Over,1.548,1.95,25.95,1-0,F,0,12.5,-12.5,
31/08/26,US Lecce - AS Roma,1X2 AS Roma,1.262,1.59,26.01,0-4,G,1,20,11.8,
31/08/26,US Lecce - AS Roma,O/U 2.5 Over,1.915,2.19,14.37,0-4,G,1,10,11.9,
31/08/26,Atalanta BC - Bologna FC 1909,1X2 Atalanta BC,1.521,1.92,26.27,1-0,G,1,15,13.8,
31/08/26,Atalanta BC - Bologna FC 1909,O/U 2.5 Over,1.772,1.9,7.20,1-0,F,0,12.5,-12.5,
Dagtotaal 31/08/26,,,,,,,,,115.00,23.60,ROI 20.5% · 8 plays

EINDTOTAAL,,,,,,,,,10600.00,564.72,ROI 5.33% · 940 plays · trefkans 45%
